id,question,choice_1,answer_1,choice_2,answer_2,choice_3,answer_3,choice_4,answer_4,choice_5,answer_5,media_exist,media_name,description
209,Orqa tomondagi tumanga qarshi chiroqlar quyidagi hollarda qo'llanishi mumkin:,Kunning qorong'i vaqtida safda harakatlanishda,False,Tonellarda harakatlanishda,False,Faqat yetarli ko'rinmaydigan sharoitlarda,True,Kunning qorong'i vaqtida yuk tushirishda,False,Sanab o'tilgan barcha hollarda,False,False,1,"YHQ 23-bobi 140-bandiga asosan, tumanga qarshi orqa chiroqlarni faqat yetarlicha koʻrinmaydigan sharoitda qo'llash mumkin. Orqadagi to'xtash chiroqlari (stop-signal)ga tumanga qarshi orqa chiroqlarni ulash taqiqlanadi."
210,Qo'shaloq shinalar orasiga begona jismlar tiqilib qolganda transport vositalaridan foydalanishga ruxsat etiladimi?,Taqiqlanadi,True,Mazkur yo'nalishda ikki va undan ortiq boʻlak bo'lganda yoʻlning faqat o'ng tarafdagi boʻlagi bo'ylab harakatlanishga ruxsat etiladi,False,Ko'pi bilan 40 km/soat tezlikda harakat qilishga ruxsat etiladi,False,,,,,False,1,"YHQ 3-ilovasining 5-boʻlimi 5.3-bandiga asosan, transport vositalaridan foydalanishni taqiqlovchi shartlar: qo'shaloq shinalar orasiga xavf-xatar tug'diruvchi begona jismlar tiqilib qolganda."
211,Sariq avtobusning haydovchisiga chorrahaga chiqishga ruxsat etiladimi?,Ruxsat etiladi,False,Taqiqlanadi,True,"Agar avtobus belgilangan yo'nalish bo'yicha yursa, ruxsat etiladi",False,,,,,True,211,"YHQ 14-bobi 97-bandiga asosan, tirbandlik tufayli to'xtashga majbur bo'lgan haydovchi, agar u ko'ndalang yo'nalishdagi transport vositalarining harakatlanishiga to'sqinlik tug'diradigan bo'lsa, uning chorraha yoki qatnov qismlari kesishmasiga kirishi taqiqlanadi."
212,Ruxsat etilgan harakatlanish yo'nalishini ko'rsating:,Faqat A,False,Faqat B,False,Faqat v,False,A va B,True,B va v,False,True,212,"YHQ 1-ilovasining 4-boʻlimidagi 4.4.1 belgi talabiga asosan, 4.1.1 «Harakatlanish to'g'riga» belgisi yo'l qismi boshiga oʻrnatilsa, unga yaqin chorrahagacha amal qilinadi. Belgi o'ng tomonda joylashgan hovli va yoʻlga tutash boshqa hududlarga burilishni taqiqlamaydi. YHQ 1-ilovasining 3-bo'limidagi 3.31 belgisi 3.27 belgining amal qilish hududini oxirini ko'rsatadi."
213,Qaysi belgi oyning juft kunlarida to'xtab turishni taqiqlaydi?,1,False,2,False,3,False,4,False,5,True,True,213,"YHQ 1-ilovasining 3-boʻlimidagi 3.30 belgiga asosan, «Oyning juft kunlarida toʻxtab turish taqiqlanadi»."
214,Bu yo'l belgisi:,Faqat belgida ko'rsatilgan yoki yuqori tezlikda harakatlanishga ruxsat beradi,True,Belgida ko'rsatilgandan ortiq tezlikdagi harakatni taqiqlaydi,False,Yoʻlning shu qismida tavsiya etilgan harakatlanish tezligini ko'rsatadi,False,,,,,True,214,"YHQ 1-ilovasining 4-boʻlimidagi 4.7 belgiga asosan, «Eng kam tezlik» belgisi faqat unda ko'rsatilgan yoki undan yuqori tezlikda (km/soat) harakatlanishga ruxsat etiladi."
215,Chorrahani oxirgi boʻlib kesib o'tadi:,Yashil avtomobil,False,Ko'k avtomobil,False,Qizil avtomobil,True,,,,,True,215,"YHQ 16-bobi 105-bandiga asosan, teng ahamiyatga ega bo'lgan yo'llar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ng tomondan yaqinlashib kelayotgan transport vositalariga yoʻl berishi shart."
216,Haydovchi koʻzi qamashgan taqdirda quyidagilarni bajarishi shart:,Qatnov qismining iloji boricha o'ng tomoniga o'tib to'xtashi,False,Falokat yorugʻlik ishoralarini yoqishi va harakat bo'lagini o'zgartirmagan holda tezlikni kamaytirishi va to'xtashi,True,"Agar oldinda transport vositalari paydo bo'lsa, bo'lakni o'zgartirmay tezlikni kamaytirishi yoki to'xtashi",False,Uzoqni yorituvchi chiroqni yoqishi va to'xtashi,False,,,False,216,"YHQ 23-bobi 135-bandi 4-xatboshiga asosan, ko'zi qamashgan haydovchi falokat yorug'lik ishoralarini yoqishi, harakatlanish bo'lagini o'zgartirmasdan tezlikni kamaytirishi va to'xtashi kerak."
217,Toʻxtash yoʻli deb nimaga aytiladi?,Xavfning haydovchiga ma'lum bo'lgan paytidan tormozlash boshlanguncha avtomobilda o'tilgan masofa,False,Avtomobilda xavfning haydovchiga ma'lum bo'lgan paytidan boshlab to'la to'xtashga qadar o'tilgan masofa,True,,,,,,,False,1,"To'xtash yoʻliga haydovchining xavf-xatarni sezgan vaqtidan boshlab transport vositasining butunlay to'xtagunga qadar yurib oʻtgan masofasi tushuniladi. Toʻxtash yoʻli doim tormoz yo'lidan ko'proq bo'ladi, chunki tormozlanish boshlanishidan avval transport vositasi haydovchining reaksiya vaqti va tormoz uzatmasining ishlab ketish vaqtiga bog'liq bo'lgan masofadan o'tib oladi."
218,Transport vositalarida sun'iy yoritilgan tonnelda harakatlanayotganda qanday yoritish asboblari yoqilishi kerak?,Faraning uzoqni yorituvchi chiroqlari,False,Faraning yaqinni yorituvchi chiroqlari,True,Majburiy to'xtash yoritgichi,False,Yoritish asboblari yoqilmaydi,False,,,False,1,"YHQ 23-bobi 134-bandi qorong'i vaqtda va yetarlicha ko'rinmaydigan sharoitda, shuningdek, tonnellarda harakatlanayotgan barcha transport vositalari: yoʻlning yoritilmagan qismida uzoqni yoki yaqinni yorituvchi faralarini; yo'lning yoritilgan qismida yaqinni yorituvchi faralarini; yoʻlning yoritilganligidan qat'i nazar, tirkamalarning gabarit chiroqlarini yoqishi kerak."
219,Avtomobilda tibbiyot qutichasini qayerda saqlash lozim?,Yengil avtomobilning yukxonasida,False,Tayyorlovchi korxona tomonidan belgilangan joylarda berk holatda,True,Avtomobilning kuzovida koʻrinadigan joyda,False,,,,,False,1,"YHQ 3-ilovasining 7-boʻlimi 7.10-bandiga asosan, tibbiyot qutichasi o't o'chirgich transport vositalarini ishlab chiqargan korxona tomonidan belgilangan joyga mustahkam oʻrnatiladi. Agar transport vositasining konstruksiyasida bunday joy ko'zda tutilmagan bo'lsa, tibbiyot qutichasi oson olinadigan joyga oʻrnatiladi."
220,Yuk tirkamasida odam tashishga ruxsat etiladimi?,Taqiqlanadi,True,Ruxsat etiladi,False,Faqat yukni kuzatib boruvchi shaxsga ruxsat etiladi,False,,,,,False,1,"YHQ 26-bobi 159-bandi 2-xatboshiga asosan, odamlarni tashish quyidagi hollarda taqiqlanadi: traktorlar va boshqa oʻzi yurar mashinalar, yuk tashiladigan tirkamalar, tirkama-uycha, yuk mototsikllari yukxonasida;"
221,Kim «Yo'l harakati qatnashchisi» hisoblanadi?,"Yo'l harakati jarayonida transport haydovchisi, yo'lovchisi yoki piyoda tariqasida bevosita ishtirok etayotgan shaxs",True,Yoʻlda bo'lgan va unda ish bajarmayotgan har qanday shaxs,False,Biror bir transport vositasini boshqarayotgan shaxs,False,,,,,False,1,"YHQ 1-bobining 6-bandi 22-izohiga asosan, yo'l harakati jarayonida transport vositasi haydovchisi, yo'lovchisi yoki piyoda tariqasida bevosita ishtirok etayotgan shaxs."
222,Avtomobil harakatining barcha ruxsat etilgan yo'nalishlari qaysi javobda to'g'ri ko'rsatilgan?,Faqat chapga,False,Faqat to'g'riga,False,Faqat o'ngga,False,Chap va o'ngga,False,Barcha yo'nalishlarda,True,False,1,"YHQ 1-ilovasining 3-boʻlimidagi 3.5 belgiga asosan, faqat mototsikllar harakatlanishi taqiqlangan."
223,Rasmda ko'rsatilgan holatda yo'lovchilarni tushirish uchun to'xtashga ruxsat etiladimi?,Ruxsat etiladi,True,Taqiqlanadi,False,,,,,,,True,223,"YHQ 22-bobi 132-bandiga asosan, agar bu boʻlak 5.9 belgisi bilan belgilangan va yoʻl qatnov qismi boshqa joyidan uzuq-uzuq chiziq bilan ajratilgan bo'lsa, burilmoqchi bo'layotgan transport vositalari bu bo'lakka qayta tizilishlari kerak. Shuningdek, bunday joylarda belgilangan yo'nalishdagi transport vositalarining harakatiga xalaqit bermaslik sharti bilan yo'lga chiqish, qatnov qismining chetki o'ng tomonida yo'lovchilarni chiqarish va tushirish uchun bu bo'lakka o'tishga ruxsat etiladi."
224,Haydovchilardan qaysi biri to'xtashga majbur?,Yengil avtomobil haydovchisi,True,Avtobus haydovchisi,False,Har ikki haydovchi,False,,,,,True,224,"YHQ 17-bobi 109-bandiga asosan, transport vositasining haydovchisi tartibga solinmagan piyodalar o'tish joyida qatnov qismidan o'tayotgan piyodalarga yo'l berishi, tezlik kamaytirishi yoki to'xtashi shart."
225,Qaysi avtomobil chorrahadan oxirgi bo'lib o'tadi?,Ko'k,False,Qizil,True,Yashil,False,,,,,True,225,"YHQ 16-bobi 104,106-bandlariga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yo'nalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak. Asosiy yo'lning yo'nalishi chorrahada oʻzgarganda, asosiy yo'lda harakatlanayotgan haydovchilar oʻzaro teng ahamiyatli yo'llar chorrahasidan o'tish qoidasiga amal qilishlari kerak. Ikkinchi darajali yoʻllarda harakatlanayotgan haydovchilar ham o'zaro shu qoidaga amal qilishlari lozim."
226,Koʻrsatilgan avtomobillarning qaysi biri ag'darilishga qarshi turgʻunroq?,Ichida tik turgan yo'lovchilar bo'lgan avtobus,False,Avtokran,False,Bo'sh yuk avtomobili,True,,,,,True,226,"Burilishlarda yoʻlovchisi va yuki bo'lmagan avtomobillar ko'proq muvozanat saqlab qoladi, chunki bunday avtomobilda ogʻirlik markazi eng past joylashgan boʻlib, eng kam ag'darilish ehtimoliga ega bo'ladi."
227,Haydovchi quyidagi holatda o'ng tomondan quvib o'tishi mumkinmi?,Ha,True,Yo'q,False,,,,,,,True,227,"YHQ 12-bobi 83-bandiga asosan, relssiz transport vositalarini faqat chap tomondan quvib o'tishga ruxsat etiladi. Biroq chapga burilish ishorasini berib, burilishga kirishgan transport vositasini quvib o'tish o'ng tomondan amalga oshiriladi."
228,Qaysi transport vositasining haydovchisi yoʻl berishi lozim?,Yengil avtomobil haydovchisi,True,Yuk avtomobil haydovchisi,False,,,,,,,True,228,"YHQ 9-bobi 55-bandiga asosan, haydovchi qayta tizilishda yon bo'lakda yo'lakay harakat yo'nalishini o'zgartirmasdan harakatlanayotgan transport vositalariga yo'l berishi kerak."
229,Boshqaruv qurilmasi nosoz mexanik transport vositasi shatakka olinishi kerak:,Qisman ortish usuli bilan,True,Qattiq ulagich bilan,False,Uni qisman ortish yoki qattiq ulagichda ulash usuli bilan,False,Agar shatakka oluvchining haqiqiy vazni shatakka olinayotganning haqiqiy vaznidan ikki marta ko'p bo'lsa qattiq ulagichda,False,,,False,1,"YHQ 24-bobi 145-bandi 1-xatboshiga asosan, shatakka olish quyidagi hollarda taqiqlanadi: rul boshqaruvi ishlamayotgan transport vositalarini (qisman ortish usuli bilan shatakka olish bundan mustasno)."
230,12 yoshga yetmagan bolalarni yuk avtomobili kabinasida tashishga ruxsat etiladimi?,Ruxsat etiladi,True,Faqat katta yoshdagi yo'lovchi hamrohligida ruxsat etiladi,False,Taqiqlanadi,False,,,,,False,1,"YHQ 26-bobi 159-bandi 4-xatboshiga asosan, odamlarni tashish quyidagi hollarda taqiqlanadi: 12 yoshga to'lmagan bolalarni mototsiklning orqa oʻrindig'ida, shuningdek, yengil avtomobilga bolalarni ushlab turuvchi maxsus qurilma o'rnatilmagan bo'lsa, uning oldingi o'rindig'ida."
231,Qaysi rasmda piyodalar qoidani buzmay harakatlanmoqda?,Chapdagi rasmda,False,O'ngdagi rasmda,False,Ikkala rasmda,True,,,,,True,231,"YHQ 4-bobi 15-bandi 3-xatboshiga asosan, piyodalar trotuardan yoki piyodalar yoʻlkasidan, ular boʻlmaganda esa yo'l yoqasi yoki qatnov qismining chetida transport vositalari harakatiga qarama-qarshi yo'nalishda yurishlari kerak."
232,Bu belgi nimani bildiradi?,Toʻsiqlarni aylanib o'tishning dastlabki ko'rsatkichi,False,Boshqa qatnov qismiga qayta tizilishning dastlabki ko'rsatkichi,True,Qarama-qarshi yo'nalish bo'lagiga chiqishning boshlang'ich ko'rsatkichi,False,,,,,True,232,"YHQ 1-ilovasining 5-boʻlimidagi 5.34.1 belgiga asosan, «Boshqa qatnov qismiga qayta tizilishning boshlang'ich ko'rsatkichi». Ajratuvchi boʻlagi bo'lgan yoʻlning harakatlanish uchun yopiq hududini aylanib o'tish yoki o'ng tomondagi qatnov qismiga qaytish uchun harakatlanish yo'nalishini bildiradi."
233,Qatnov qismidagi bunday yo'naltirgichlar nimani bildiradi?,Haydovchini yoʻlning xavfli qismiga yaqinlashayotganligi haqida ogohlantiradi,False,Qatnov qismi torayishiga yaqinlashayotganligi haqida ogohlantiradi,True,Yoʻlning xavfli burilishi yo'nalishini ko'rsatadi,False,,,,,True,233,"YHQ 2-ilovasining 1-boʻlimidagi 1.19 chizig'iga asosan, harakatlanish qismining toraygan (shu yo'nalishdagi harakatlanish bo'laklarining soni kamaygan) joyiga yoki qarama-qarshi yo'nalishdan kelayotgan transport vositalari oqimlarini ajratuvchi 1.1 yoki 1.11 chizig'iga yaqinlashganlik haqida ogohlantiruvchi chizig'i. Birinchi holda 1.18.1-1.18.3 yo'l belgilari bilan qo'llanilishi mumkin."
234,Quyidagilar poyezdni to'xtatish ishorasi bo'lib xizmat qiladi:,"Qo'lni (kunduzi – bir parcha yorqin mato yoki aniq ko'rinadigan bir narsa bilan, tunda - mash'ala yoki chiroq bilan) gir aylantirish",True,Qoʻldagi tayoqchani yoki qizil bayroqni boshidan yuqori ko'tarib turish,False,Qo'llarini oldinga uzatib turish,False,Oldinga uzatilgan qoʻllarni yuqoriga va pastga tebratish,False,,,False,1,"YHQ 18-bobi 120-bandi 5-xatboshiga asosan, to'xtash ishorasi qo'lni (kunduzi yorqin mato parchasi yoki aniq ko'rinadigan biror narsa bilan, tunda esa mash'ala yoki chiroq bilan) gir aylantirish orqali beriladi."
235,Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:,"Ko'k, yashil, qizil avtomobillar",True,"Ko'k, qizil avtomobilni o'tkazib yuboradi, so'ng burilishni tugallaydi; yashil avtomobil",False,"Qizil, ko'k, yashil avtomobillar",False,"Yashil, qizil, ko'k avtomobillar",False,,,True,235,"YHQ 16-bobi 104, 106-bandlariga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yoʻnalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak. Asosiy yo'lning yo'nalishi chorrahada o'zgarganda, asosiy yo'lda harakatlanayotgan haydovchilar oʻzaro teng ahamiyatli yoʻllar chorrahasidan o'tish qoidasiga amal qilishlari kerak. Ikkinchi darajali yoʻllarda harakatlanayotgan haydovchilar ham oʻzaro shu qoidaga amal qilishlari lozim."
236,Harakatda imtiyozga ega bo'ladi:,"Ko'k avtomobil, chunki qizil harakatlanish bo'lagini chapga o'zgartiradi",False,"Qizil avtomobil, chunki o'zaro qayta tizilishda u o'ng tomonda bo'lgani uchun",True,"Ko'k avtomobil, chunki oʻzaro qayta tizilishda u chap tomonda bo'ladi",False,,,,,True,236,"YHQ 9-bobi 55-bandiga asosan, yo'lakay yo'nalishda harakatlanayotgan transport vositalari bir vaqtda qayta tizilayotganda, haydovchi o'ng tomondagi transport vositasiga yo'l berishi kerak."
237,Birinchi boʻlib chorrahani kesib o'tadi:,Qizil avtomobil,False,Yashil avtomobil,False,Ko'k avtomobil,True,,,,,True,237,"YHQ 16-bobi 105-bandiga asosan, teng ahamiyatga ega bo'lgan yoʻllar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ng tomondan yaqinlashib kelayotgan transport vositalariga yo'l berishi shart."
238,"Belgilangan yo'nalishdagi transport vositalari yoki taksilarning to'xtab turish maydonchalaridan, ular boʻlmagan hollarda, to'xtash ko'rsatkichlaridan qanday masofada to'xtash va to'xtab turish taqiqlanadi?",5 m,False,10 m,False,15 m,True,20 m,False,25 m,False,False,1,"YHQ 13-bobi 91-bandi 8-xatboshiga asosan, to'xtash taqiqlanadi: bekat maydonchalarida, belgilargan yo'nalishli transport vositalari to'xtash joylarida, jumladan, 1.17 chizig'i bilan belgilangan, ular bo'lmaganda esa belgilangan yo'nalishli transport vositalari to'xtash joyi belgilari va bekatdan harakatlanish yo'nalishi bo'ylab (yetmasdan va o'tib ketib) 15 metrdan kam masofada. (Belgilangan yoʻnalishli transport vositalari harakatiga xalaqit bermasa yo'lovchilarni chiqarish yoki tushirish uchun to'xtash bundan mustasno)."
239,Toliqish haydovchining diqqati va e'tiboriga qanday ta'sir qiladi?,Haydovchining diqqat va e'tiboriga ta'sir qilmaydi,False,Haydovchining diqqat va e'tibori pasayadi,True,Haydovchining diqqat va e'tibori oshadi,False,,,,,False,1,"Toliqishning fiziologik mohiyati organizmning ish intensivligini kamaytirish yoki to'xtatish zarurligi haqida xabar berishidan iborat bo'lib, u charchash hissiyoti tarzida seziladi. Toliqish natijasida haydovchi favqulodda harakatlarga tayyorligini yo'qotadi, ya'ni yo'l transport hodisasi ehtimolini ko'payishiga olib keluvi hushyorlik kamayishi yuzaga keladi. Psixologik nuqtai nazardan hushyorlik – bu markaziy nerv tizimining doimiy oʻzgaruvchan yo'l-transport holatlariga nisbatan zarur, oʻz vaqtida hamda to'g'ri harakatlarni kechiktirmay amalga oshirish uchun tayyorlik darajasidir."
240,Velosiped yoʻlkasi yo'l bilan kesishgan joylarda velosiped va moped haydovchilari qanday hollarda transport vositalariga yo'l berishlari kerak?,Chorrahadan tashqarida tartibga solinmagan kesishmada barcha hollarda,True,Transport vositasi o'ngdan yaqinlashib kelganda,False,Ko'rsatilgan joyda velosiped va moped haydovchilari imtiyozga egadirlar,False,,,,,False,1,"YHQ 28-bobi 169-bandiga asosan, chorrahadan tashqaridagi harakat tartibga solinmaydigan joyda velosiped yo'lkasida borayotgan velosiped va moped haydovchilari bu yo'lka bilan kesishgan yo'llarda harakatlanayotgan transport vositalariga yo'l berishlari kerak."
241,Jihozlangan bekatlari boʻlmagan tramvay to'xtash joylarida unga chiqish uchun qachon qatnov qismiga chiqishga ruxsat etiladi?,Tramvay yaqinlashib kelganda,False,Tramvay to'la to'xtagandan so'ng,True,Har qanday holda,False,"Agar qatnov qismida transport vositalari yo'q bo'lsa, tramvay yaqinlashib kelganda",False,,,False,1,"YHQ 4-bobi 22-bandiga asosan, maxsus jihozlangan bekatlari bo'lmagan to'xtash joylarida belgilangan yo'nalishli transport vositasi to'la to'xtagandan so'ng unga chiqish uchun yo'lning qatnov qismiga chiqishga ruxsat etiladi. Undan tushgandan keyin ushlanib qolmasdan yoʻlning qatnov qismini bo'shatishlari shart."
242,Bu belgi avtomobilning harakatlanishiga ruxsat etadi:,Barcha yo'nalishlarga,False,B va V,False,A va V,True,,,,,True,242,"YHQ 1-ilovasining 5-boʻlimi 5.11.1 belgisiga asosan, «Qayrilib olish joyi». Chapga burilish taqiqlanadi"
243,Bu yotiq chiziqlardan qaysi biri belgilangan yo'nalishdagi transport vositalarining toʻxtash joyini bildiradi?,A,False,B,True,V,False,A va B,False,B va v,False,True,243,YHQ 2-ilovasining 1-boʻlimi 1.17 chizig'i belgilangan yoʻnalishli transport vositalari toʻxtash joylari hamda taksilarning to'xtab turish joylarini bildiradi.
244,Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Avtobus haydovchisi,True,Mototsikl haydovchisi,False,,,,,,,True,244,"YHQ 16-bobi 105-bandiga asosan, teng ahamiyatga ega bo'lgan yo'llar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ng tomondan yaqinlashib kelayotgan transport vositalariga yo'l berishi shart."
245,Chorrahani ikkinchi boʻlib kesib o'tadi:,Qizil avtomobil,False,Yashil avtomobil,True,Ko'k avtomobil,False,,,,,True,245,"YHQ 16-bobi 104, 106-bandlariga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yo'nalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak. Asosiy yoʻlning yoʻnalishi chorrahada oʻzgarganda, asosiy yo'lda harakatlanayotgan haydovchilar o'zaro teng ahamiyatli yo'llar chorrahasidan o'tish qoidasiga amal qilishlari kerak. Ikkinchi darajali yo'llarda harakatlanayotgan haydovchilar ham oʻzaro shu qoidaga amal qilishlari lozim."
246,Tumanga qarshi faralardan qaysi hollarda foydalanish mumkin?,Yetarli ko'rinmaydigan sharoitlarda,False,Mexanik transport vositasini shatakka olganda,False,Sanab o'tilgan barcha hollarda,True,,,,,False,1,"YHQ 23-bobi 137-bandiga asosan, quyidagi hollarda tumanga qarshi faralarni qo'llash mumkin: yetarlicha ko'rinmaydigan sharoitda alohida, shuningdek, uzoqni yorituvchi yoki yaqinni yorituvchi faralar bilan hamda mexanik transport vositalarini shatakka olishda (shatakka olib ketayotgan transport vositasida) yaqinni yorituvchi fara chiroqlar o'rnida, Qoidalarning 138 bandida ko'zda tutilgan xollarda."
